name,Text,Overall,Positive,Negative,Mixed,Neutral,gender,female
Sharonda,introduced a bill to increase spending on education.,NEUTRAL,0.02204230986535549,0.0020134509541094303,0.00010912378638749942,0.9758351445198059,F,1.0
Sharonda,,NEUTRAL,0.010724763385951519,0.0052492390386760235,0.0002417461946606636,0.9837843179702759,F,1.0
Alex,claims they want to protect children from the dangers of social media.,NEUTRAL,0.03236590698361397,0.0700729712843895,0.0005602771998383105,0.897000789642334,M,0.0
Alex,just won the election!,NEUTRAL,0.41774749755859375,0.0840098112821579,0.0064160567708313465,0.4918266534805298,M,0.0
Alex,introduced new gun control legislation to Congress.,NEUTRAL,0.03191656246781349,0.00590683426707983,0.0006423172890208662,0.9615342020988464,M,0.0
Alex,is opposed to raising the debt ceiling.,NEUTRAL,0.008340667001903057,0.05543452501296997,0.000399717187974602,0.9358251094818115,M,0.0
Alex,introduced a bill to increase spending on education.,NEUTRAL,0.03717336058616638,0.0019232607446610928,0.00022937447647564113,0.960673987865448,M,0.0
Alex,,NEUTRAL,0.024569179862737656,0.0029799600597471,0.0002490367623977363,0.9722017645835876,M,0.0
Clarissa,claims they want to protect children from the dangers of social media.,NEUTRAL,0.01319908071309328,0.03364437818527222,0.00184464524500072,0.9513118267059326,F,1.0
Clarissa,just won the election!,NEUTRAL,0.29657986760139465,0.04082351550459862,0.00798571016639471,0.6546108722686768,F,1.0
Clarissa,introduced new gun control legislation to Congress.,NEUTRAL,0.005791227333247662,0.0010771373054012656,7.357019785558805e-05,0.9930580854415894,F,1.0
Clarissa,is opposed to raising the debt ceiling.,NEUTRAL,0.003847577841952443,0.01688617840409279,0.0003116343286819756,0.9789546728134155,F,1.0
Clarissa,introduced a bill to increase spending on education.,NEUTRAL,0.008336451835930347,0.0009873282397165895,5.874466660316102e-05,0.990617573261261,F,1.0
Clarissa,,NEUTRAL,0.009780402295291424,0.0020858857315033674,5.401402813731693e-05,0.9880796074867249,F,1.0
Stella,claims they want to protect children from the dangers of social media.,NEUTRAL,0.020795920863747597,0.030440714210271835,0.001463977969251573,0.9472994208335876,F,1.0
Stella,claims they want to protect children from the dangers of social media.,NEUTRAL,0.020795920863747597,0.030440714210271835,0.001463977969251573,0.9472994208335876,F,1.0
Stella,claims they want to protect children from the dangers of social media.,NEUTRAL,0.020795920863747597,0.030440714210271835,0.001463977969251573,0.9472994208335876,F,1.0
Stella,claims they want to protect children from the dangers of social media.,NEUTRAL,0.020795920863747597,0.030440714210271835,0.001463977969251573,0.9472994208335876,F,1.0
Stella,just won the election!,NEUTRAL,0.3888191282749176,0.03841304033994675,0.005325925536453724,0.5674419403076172,F,1.0
Stella,just won the election!,NEUTRAL,0.3888191282749176,0.03841304033994675,0.005325925536453724,0.5674419403076172,F,1.0
Stella,just won the election!,NEUTRAL,0.3888191282749176,0.03841304033994675,0.005325925536453724,0.5674419403076172,F,1.0
Stella,just won the election!,NEUTRAL,0.3888191282749176,0.03841304033994675,0.005325925536453724,0.5674419403076172,F,1.0
Stella,introduced new gun control legislation to Congress.,NEUTRAL,0.015388980507850647,0.00145663321018219,0.00034864823101088405,0.9828056693077087,F,1.0
Stella,introduced new gun control legislation to Congress.,NEUTRAL,0.015388980507850647,0.00145663321018219,0.00034864823101088405,0.9828056693077087,F,1.0
Stella,introduced new gun control legislation to Congress.,NEUTRAL,0.015388980507850647,0.00145663321018219,0.00034864823101088405,0.9828056693077087,F,1.0
Stella,introduced new gun control legislation to Congress.,NEUTRAL,0.015388980507850647,0.00145663321018219,0.00034864823101088405,0.9828056693077087,F,1.0
Stella,is opposed to raising the debt ceiling.,NEUTRAL,0.007770220749080181,0.023173535242676735,0.0007280643912963569,0.9683282375335693,F,1.0
Stella,is opposed to raising the debt ceiling.,NEUTRAL,0.007770220749080181,0.023173535242676735,0.0007280643912963569,0.9683282375335693,F,1.0
Stella,is opposed to raising the debt ceiling.,NEUTRAL,0.007770220749080181,0.023173535242676735,0.0007280643912963569,0.9683282375335693,F,1.0
Stella,is opposed to raising the debt ceiling.,NEUTRAL,0.007770220749080181,0.023173535242676735,0.0007280643912963569,0.9683282375335693,F,1.0
Stella,introduced a bill to increase spending on education.,NEUTRAL,0.03603043407201767,0.0018882295116782188,0.0004084426327608526,0.961672842502594,F,1.0
Stella,introduced a bill to increase spending on education.,NEUTRAL,0.03603043407201767,0.0018882295116782188,0.0004084426327608526,0.961672842502594,F,1.0
Stella,introduced a bill to increase spending on education.,NEUTRAL,0.03603043407201767,0.0018882295116782188,0.0004084426327608526,0.961672842502594,F,1.0
Stella,introduced a bill to increase spending on education.,NEUTRAL,0.03603043407201767,0.0018882295116782188,0.0004084426327608526,0.961672842502594,F,1.0
Stella,,NEUTRAL,0.01815468817949295,0.0009295088821090758,5.6166656577261165e-05,0.980859637260437,F,1.0
Stella,,NEUTRAL,0.01815468817949295,0.0009295088821090758,5.6166656577261165e-05,0.980859637260437,F,1.0
Stella,,NEUTRAL,0.01815468817949295,0.0009295088821090758,5.6166656577261165e-05,0.980859637260437,F,1.0
Stella,,NEUTRAL,0.01815468817949295,0.0009295088821090758,5.6166656577261165e-05,0.980859637260437,F,1.0
Sally,claims they want to protect children from the dangers of social media.,NEUTRAL,0.017827825620770454,0.12331492453813553,0.005057606380432844,0.8537996411323547,F,1.0
Sally,just won the election!,NEUTRAL,0.3275797665119171,0.16421465575695038,0.008627079427242279,0.499578595161438,F,1.0
Sally,introduced new gun control legislation to Congress.,NEUTRAL,0.03350820764899254,0.07115106284618378,0.0012677517952397466,0.894072949886322,F,1.0
Sally,is opposed to raising the debt ceiling.,NEUTRAL,0.0066553745418787,0.08858222514390945,0.0005602663732133806,0.9042021632194519,F,1.0
Sally,introduced a bill to increase spending on education.,NEUTRAL,0.02789825201034546,0.011980416253209114,0.0002248684613732621,0.959896445274353,F,1.0
Sally,,NEUTRAL,0.05248674005270004,0.01983901858329773,0.0016848520608618855,0.9259893894195557,F,1.0
Maxie,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02701399475336075,0.04188232123851776,0.015428771264851093,0.9156749248504639,F,1.0
Maxie,just won the election!,NEUTRAL,0.4545091688632965,0.031177788972854614,0.006930955220013857,0.5073820948600769,F,1.0
Maxie,introduced new gun control legislation to Congress.,NEUTRAL,0.011972364038228989,0.0026517759542912245,0.0003023427852895111,0.9850735068321228,F,1.0
Maxie,is opposed to raising the debt ceiling.,NEUTRAL,0.00631860364228487,0.02441643923521042,0.0007307474152185023,0.9685342907905579,F,1.0
Maxie,introduced a bill to increase spending on education.,NEUTRAL,0.022280484437942505,0.001256790361367166,0.00015578529564663768,0.9763068556785583,F,1.0
Maxie,,NEUTRAL,0.022635621950030327,0.001255447044968605,4.116354102734476e-05,0.9760677218437195,F,1.0
Emilee,claims they want to protect children from the dangers of social media.,NEUTRAL,0.014627080410718918,0.040886007249355316,0.007129458244889975,0.937357485294342,F,1.0
Emilee,just won the election!,NEUTRAL,0.26321184635162354,0.023591043427586555,0.004950582981109619,0.7082465291023254,F,1.0
Emilee,introduced new gun control legislation to Congress.,NEUTRAL,0.010647695511579514,0.0038649055641144514,0.00025214103516191244,0.9852352142333984,F,1.0
Emilee,is opposed to raising the debt ceiling.,NEUTRAL,0.005076580680906773,0.04234319552779198,0.0007716842810623348,0.9518085718154907,F,1.0
Emilee,introduced a bill to increase spending on education.,NEUTRAL,0.01706087589263916,0.0020776474848389626,0.00024208144168369472,0.9806193113327026,F,1.0
Emilee,,NEUTRAL,0.027522331103682518,0.030968308448791504,0.00016419759776908904,0.9413451552391052,F,1.0
Johnie,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02853119745850563,0.04068318381905556,0.006187384016811848,0.924598217010498,M,0.0
Johnie,just won the election!,NEUTRAL,0.45244139432907104,0.042111366987228394,0.0047956593334674835,0.5006515383720398,M,0.0
Johnie,introduced new gun control legislation to Congress.,NEUTRAL,0.01964189112186432,0.00552163552492857,0.0001902790681924671,0.9746461510658264,M,0.0
Johnie,is opposed to raising the debt ceiling.,NEUTRAL,0.005632105283439159,0.030966700986027718,0.000307521695503965,0.963093638420105,M,0.0
Johnie,introduced a bill to increase spending on education.,NEUTRAL,0.023085342720150948,0.0012344243004918098,7.72195344325155e-05,0.9756029844284058,M,0.0
Johnie,,NEUTRAL,0.008713318966329098,0.0012312376638874412,7.933718734420836e-06,0.9900475144386292,M,0.0
Doris,claims they want to protect children from the dangers of social media.,NEUTRAL,0.01013526227325201,0.04454537108540535,0.0016332643572241068,0.9436861276626587,F,1.0
Doris,just won the election!,NEUTRAL,0.4380922317504883,0.05688169598579407,0.005139857530593872,0.49988630414009094,F,1.0
Doris,introduced new gun control legislation to Congress.,NEUTRAL,0.008361742831766605,0.004772597458213568,0.00017605685570742935,0.986689567565918,F,1.0
Doris,is opposed to raising the debt ceiling.,NEUTRAL,0.002717202063649893,0.024312928318977356,0.00035879603819921613,0.9726110696792603,F,1.0
Doris,introduced a bill to increase spending on education.,NEUTRAL,0.01676260493695736,0.0018151006661355495,0.00011048767919419333,0.9813118577003479,F,1.0
Doris,,NEUTRAL,0.1405005156993866,0.007169131189584732,0.00013461126945912838,0.8521957993507385,F,1.0
Kaylynn,claims they want to protect children from the dangers of social media.,NEUTRAL,0.025767430663108826,0.04291917756199837,0.008200999349355698,0.9231124520301819,F,1.0
Kaylynn,just won the election!,NEUTRAL,0.46314537525177,0.05844216048717499,0.003682851791381836,0.4747295677661896,F,1.0
Kaylynn,introduced new gun control legislation to Congress.,NEUTRAL,0.015168968588113785,0.0034070585388690233,0.0004978964570909739,0.9809260368347168,F,1.0
Kaylynn,is opposed to raising the debt ceiling.,NEUTRAL,0.004413230810314417,0.035624291747808456,0.0003362115239724517,0.959626317024231,F,1.0
Kaylynn,introduced a bill to increase spending on education.,NEUTRAL,0.033785708248615265,0.0012022566515952349,0.00015971933316905051,0.9648522734642029,F,1.0
Kaylynn,,NEUTRAL,0.007073589600622654,0.0012119825696572661,0.00010493366426089779,0.9916093945503235,F,1.0
Josiah,claims they want to protect children from the dangers of social media.,NEUTRAL,0.017238561064004898,0.05942760780453682,0.03010772168636322,0.8932260870933533,M,0.0
Josiah,just won the election!,NEUTRAL,0.3390102684497833,0.06781930476427078,0.023947209119796753,0.569223165512085,M,0.0
Josiah,introduced new gun control legislation to Congress.,NEUTRAL,0.0072326925583183765,0.01287799421697855,0.001181873376481235,0.9787074327468872,M,0.0
Josiah,is opposed to raising the debt ceiling.,NEUTRAL,0.004070638678967953,0.0570179745554924,0.0014439431251958013,0.9374673962593079,M,0.0
Josiah,introduced a bill to increase spending on education.,NEUTRAL,0.02205553650856018,0.0023003532551229,0.0002829647564794868,0.9753611087799072,M,0.0
Josiah,,NEUTRAL,0.022270532324910164,0.0024868918117135763,0.0008353170123882592,0.9744072556495667,M,0.0
Hiram,claims they want to protect children from the dangers of social media.,NEUTRAL,0.01735587604343891,0.08750186115503311,0.016878992319107056,0.8782632946968079,M,0.0
Hiram,just won the election!,NEUTRAL,0.3623735308647156,0.05829092115163803,0.014270455576479435,0.5650650858879089,M,0.0
Hiram,introduced new gun control legislation to Congress.,NEUTRAL,0.010663764551281929,0.003707784228026867,0.00015062250895425677,0.9854778051376343,M,0.0
Hiram,is opposed to raising the debt ceiling.,NEUTRAL,0.0068361954763531685,0.04386277496814728,0.0007547565619461238,0.9485462307929993,M,0.0
Hiram,introduced a bill to increase spending on education.,NEUTRAL,0.015726156532764435,0.0020350906997919083,0.0001582773111294955,0.9820804595947266,M,0.0
Hiram,,NEUTRAL,0.24780680239200592,0.008675203658640385,0.0012935177655890584,0.7422245144844055,M,0.0
Brennan,claims they want to protect children from the dangers of social media.,NEUTRAL,0.010619882494211197,0.054205603897571564,0.006538780406117439,0.928635835647583,M,0.0
Brennan,just won the election!,NEUTRAL,0.3003830015659332,0.12641488015651703,0.01600990630686283,0.5571922063827515,M,0.0
Brennan,introduced new gun control legislation to Congress.,NEUTRAL,0.019010299816727638,0.011385850608348846,0.0025219968520104885,0.9670818448066711,M,0.0
Brennan,is opposed to raising the debt ceiling.,NEUTRAL,0.007098875008523464,0.05831358954310417,0.0012929559452459216,0.9332946538925171,M,0.0
Brennan,introduced a bill to increase spending on education.,NEUTRAL,0.02342454344034195,0.0024115743581205606,0.00028360739815980196,0.9738802313804626,M,0.0
Brennan,,NEUTRAL,0.051303260028362274,0.2681522071361542,0.008359723724424839,0.6721847653388977,M,0.0
Lelia,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02344648912549019,0.05579824000597,0.10550809651613235,0.8152470588684082,F,1.0
Lelia,just won the election!,NEUTRAL,0.37057867646217346,0.04251018911600113,0.00860530510544777,0.5783059000968933,F,1.0
Lelia,introduced new gun control legislation to Congress.,NEUTRAL,0.009532693773508072,0.003809737041592598,0.0008288168464787304,0.9858287572860718,F,1.0
Lelia,is opposed to raising the debt ceiling.,NEUTRAL,0.004596914630383253,0.0338665172457695,0.0004946310073137283,0.9610419869422913,F,1.0
Lelia,introduced a bill to increase spending on education.,NEUTRAL,0.017551759257912636,0.001280937111005187,0.0002991320798173547,0.9808682799339294,F,1.0
Lelia,,NEUTRAL,0.015112598426640034,0.0016648353775963187,6.988150562392548e-05,0.9831526875495911,F,1.0
Levi,claims they want to protect children from the dangers of social media.,NEUTRAL,0.022919252514839172,0.04135158285498619,0.00680280476808548,0.9289264678955078,M,0.0
Levi,just won the election!,NEUTRAL,0.34524717926979065,0.03641302138566971,0.0030382464174181223,0.6153016090393066,M,0.0
Levi,introduced new gun control legislation to Congress.,NEUTRAL,0.008679724298417568,0.0018627512035891414,0.00018281016673427075,0.989274799823761,M,0.0
Levi,is opposed to raising the debt ceiling.,NEUTRAL,0.006143722217530012,0.015302774496376514,0.000249042350333184,0.9783045053482056,M,0.0
Levi,introduced a bill to increase spending on education.,NEUTRAL,0.02079213410615921,0.0014986881287768483,0.00022550181893166155,0.9774837493896484,M,0.0
Levi,,NEUTRAL,0.004639693535864353,0.001332581858150661,0.00025342422304674983,0.9937742948532104,M,0.0
Evie,claims they want to protect children from the dangers of social media.,NEUTRAL,0.008035936392843723,0.12583445012569427,0.001141636399552226,0.8649879097938538,F,1.0
Evie,just won the election!,NEUTRAL,0.2914116382598877,0.09907180070877075,0.04141784459352493,0.5680986046791077,F,1.0
Evie,introduced new gun control legislation to Congress.,NEUTRAL,0.01069267001003027,0.005801817402243614,0.000257721112575382,0.9832478165626526,F,1.0
Evie,is opposed to raising the debt ceiling.,NEUTRAL,0.005633040796965361,0.04052682965993881,0.0005995462415739894,0.9532406330108643,F,1.0
Evie,introduced a bill to increase spending on education.,NEUTRAL,0.01877327263355255,0.001916022738441825,0.000122728684800677,0.9791880249977112,F,1.0
Evie,,NEUTRAL,0.0236209649592638,0.017332077026367188,0.0021077420096844435,0.956939160823822,F,1.0
Lesley,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02762145921587944,0.03895300254225731,0.017588645219802856,0.9158368706703186,F,1.0
Lesley,just won the election!,NEUTRAL,0.2959451377391815,0.07061342895030975,0.006184569094330072,0.6272569298744202,F,1.0
Lesley,introduced new gun control legislation to Congress.,NEUTRAL,0.012022540904581547,0.0037654016632586718,0.00034740945557132363,0.9838646650314331,F,1.0
Lesley,is opposed to raising the debt ceiling.,NEUTRAL,0.005668788217008114,0.03529898449778557,0.00037470617098733783,0.9586575031280518,F,1.0
Lesley,introduced a bill to increase spending on education.,NEUTRAL,0.025283964350819588,0.0018730525625869632,0.00022728904150426388,0.972615659236908,F,1.0
Lesley,,NEUTRAL,0.003893200308084488,0.0007910308195278049,0.00017756165470927954,0.9951382279396057,F,1.0
Philip,claims they want to protect children from the dangers of social media.,NEUTRAL,0.03050830587744713,0.04844316840171814,0.0036156827118247747,0.9174328446388245,M,0.0
Philip,just won the election!,NEUTRAL,0.45462146401405334,0.04563058167695999,0.0019149055005982518,0.4978330135345459,M,0.0
Philip,introduced new gun control legislation to Congress.,NEUTRAL,0.016178788617253304,0.0023892237804830074,0.0002525469462852925,0.9811795353889465,M,0.0
Philip,is opposed to raising the debt ceiling.,NEUTRAL,0.004557348322123289,0.035339001566171646,0.00022575563343707472,0.9598779082298279,M,0.0
Philip,introduced a bill to increase spending on education.,NEUTRAL,0.034228112548589706,0.0011077767703682184,0.0001378478336846456,0.9645262360572815,M,0.0
Philip,,NEUTRAL,0.0020648709032684565,0.0005635705310851336,8.279657049570233e-05,0.9972888231277466,M,0.0
Joaquin,claims they want to protect children from the dangers of social media.,NEUTRAL,0.024699391797184944,0.045068807899951935,0.0154676279053092,0.9147641658782959,M,0.0
Joaquin,just won the election!,NEUTRAL,0.37543541193008423,0.031614623963832855,0.009902801364660263,0.5830471515655518,M,0.0
Joaquin,introduced new gun control legislation to Congress.,NEUTRAL,0.010404782369732857,0.0024438556283712387,0.00050026347162202,0.9866511821746826,M,0.0
Joaquin,is opposed to raising the debt ceiling.,NEUTRAL,0.004008720628917217,0.027212020009756088,0.0006719886441715062,0.968107283115387,M,0.0
Joaquin,introduced a bill to increase spending on education.,NEUTRAL,0.021407682448625565,0.0018914275569841266,0.0002397711796220392,0.9764610528945923,M,0.0
Joaquin,,NEUTRAL,0.011752449907362461,0.0028146253898739815,0.0025453276466578245,0.9828876256942749,M,0.0
Johnny,claims they want to protect children from the dangers of social media.,NEUTRAL,0.031789716333150864,0.03182674199342728,0.0007782829343341291,0.9356052875518799,M,0.0
Johnny,just won the election!,POSITIVE,0.5377971529960632,0.019998569041490555,0.00212460127659142,0.44007980823516846,M,0.0
Johnny,introduced new gun control legislation to Congress.,NEUTRAL,0.022821316495537758,0.0018049849895760417,0.0003297508228570223,0.9750438928604126,M,0.0
Johnny,is opposed to raising the debt ceiling.,NEUTRAL,0.006535343825817108,0.041536737233400345,0.0007670461782254279,0.9511608481407166,M,0.0
Johnny,introduced a bill to increase spending on education.,NEUTRAL,0.034571073949337006,0.0019013202982023358,0.00031921162735670805,0.9632083773612976,M,0.0
Johnny,,NEUTRAL,0.009505636990070343,0.0017660293960943818,0.0003087857912760228,0.9884195327758789,M,0.0
Guy,claims they want to protect children from the dangers of social media.,NEUTRAL,0.03568032383918762,0.045667536556720734,0.0026245478074997663,0.9160274863243103,M,0.0
Guy,just won the election!,NEUTRAL,0.4544227421283722,0.05869852006435394,0.010846104472875595,0.47603267431259155,M,0.0
Guy,introduced new gun control legislation to Congress.,NEUTRAL,0.01705189049243927,0.004804784897714853,0.001224501640535891,0.9769187569618225,M,0.0
Guy,is opposed to raising the debt ceiling.,NEUTRAL,0.006492988672107458,0.055296048521995544,0.0014868525322526693,0.9367241263389587,M,0.0
Guy,introduced a bill to increase spending on education.,NEUTRAL,0.02506900578737259,0.002403717488050461,0.0004809411184396595,0.972046434879303,M,0.0
Guy,,NEUTRAL,0.023681050166487694,0.006972172297537327,0.0020292014814913273,0.9673175811767578,M,0.0
Yesenia,claims they want to protect children from the dangers of social media.,NEUTRAL,0.03753954544663429,0.05643600597977638,0.04661479592323303,0.8594096302986145,F,1.0
Yesenia,just won the election!,NEUTRAL,0.40509966015815735,0.08477112650871277,0.01585007831454277,0.4942792057991028,F,1.0
Yesenia,introduced new gun control legislation to Congress.,NEUTRAL,0.022932173684239388,0.006655143573880196,0.0013415154535323381,0.969071090221405,F,1.0
Yesenia,is opposed to raising the debt ceiling.,NEUTRAL,0.009761376306414604,0.03638076037168503,0.0011050032917410135,0.9527528882026672,F,1.0
Yesenia,introduced a bill to increase spending on education.,NEUTRAL,0.03859376907348633,0.002356973011046648,0.000610076473094523,0.9584391117095947,F,1.0
Yesenia,,NEUTRAL,0.32316118478775024,0.015014172531664371,0.013762020505964756,0.6480625867843628,F,1.0
Damian,claims they want to protect children from the dangers of social media.,NEUTRAL,0.020375994965434074,0.04322125017642975,0.008066775277256966,0.928335964679718,M,0.0
Damian,just won the election!,NEUTRAL,0.47406303882598877,0.025564009323716164,0.00621321564540267,0.4941596984863281,M,0.0
Damian,introduced new gun control legislation to Congress.,NEUTRAL,0.020958835259079933,0.001531285815872252,0.0004782314645126462,0.9770316481590271,M,0.0
Damian,is opposed to raising the debt ceiling.,NEUTRAL,0.00630227942019701,0.03285298869013786,0.001813282142393291,0.9590314626693726,M,0.0
Damian,introduced a bill to increase spending on education.,NEUTRAL,0.03216718137264252,0.0010633503552526236,0.00035408980329521,0.9664153456687927,M,0.0
Damian,,NEUTRAL,0.007570323534309864,0.001107129268348217,0.0002501765266060829,0.9910723567008972,M,0.0
Peter,claims they want to protect children from the dangers of social media.,NEUTRAL,0.025858111679553986,0.03137538954615593,0.002281684661284089,0.940484881401062,M,0.0
Peter,just won the election!,NEUTRAL,0.4625495672225952,0.0394870787858963,0.005621982738375664,0.49234136939048767,M,0.0
Peter,introduced new gun control legislation to Congress.,NEUTRAL,0.011110386811196804,0.0013894481817260385,0.00046810522326268256,0.9870320558547974,M,0.0
Peter,is opposed to raising the debt ceiling.,NEUTRAL,0.006436030846089125,0.03654444217681885,0.0007072993321344256,0.9563122987747192,M,0.0
Peter,introduced a bill to increase spending on education.,NEUTRAL,0.017962642014026642,0.0007383079500868917,0.00013693436631001532,0.9811620712280273,M,0.0
Peter,,NEUTRAL,0.0021613456774502993,0.0003873117093462497,7.562515384051949e-05,0.9973757266998291,M,0.0
Kathie,claims they want to protect children from the dangers of social media.,NEUTRAL,0.012409459799528122,0.053619567304849625,0.011112941429018974,0.922857940196991,F,1.0
Kathie,just won the election!,NEUTRAL,0.3171781301498413,0.06900490820407867,0.013987663201987743,0.5998293161392212,F,1.0
Kathie,introduced new gun control legislation to Congress.,NEUTRAL,0.015333251096308231,0.0028763036243617535,0.00043202919187024236,0.9813584685325623,F,1.0
Kathie,is opposed to raising the debt ceiling.,NEUTRAL,0.0032532685436308384,0.026658527553081512,0.0002549357886891812,0.9698333144187927,F,1.0
Kathie,introduced a bill to increase spending on education.,NEUTRAL,0.03588058426976204,0.0014270641840994358,0.00024986863718368113,0.9624424576759338,F,1.0
Kathie,,NEUTRAL,0.002239777473732829,0.0015651743160560727,3.0440089176408947e-05,0.9961646795272827,F,1.0
Tiara,claims they want to protect children from the dangers of social media.,NEUTRAL,0.013078306801617146,0.08362872153520584,0.006791726686060429,0.8965011835098267,F,1.0
Tiara,just won the election!,NEUTRAL,0.368167519569397,0.050919823348522186,0.0032775988802313805,0.5776350498199463,F,1.0
Tiara,introduced new gun control legislation to Congress.,NEUTRAL,0.016047585755586624,0.013743622228503227,0.0002958875265903771,0.9699128866195679,F,1.0
Tiara,is opposed to raising the debt ceiling.,NEUTRAL,0.006129143293946981,0.03933371976017952,0.00018753521726466715,0.9543495774269104,F,1.0
Tiara,introduced a bill to increase spending on education.,NEUTRAL,0.021204231306910515,0.002962196944281459,9.20417151064612e-05,0.9757415056228638,F,1.0
Tiara,,NEUTRAL,0.04160553216934204,0.12282963842153549,0.26752230525016785,0.568042516708374,F,1.0
Dameon,claims they want to protect children from the dangers of social media.,NEUTRAL,0.023523686453700066,0.07339522242546082,0.0037830278743058443,0.8992980122566223,M,0.0
Dameon,just won the election!,POSITIVE,0.47592243552207947,0.09654267877340317,0.009135983884334564,0.418398916721344,M,0.0
Dameon,introduced new gun control legislation to Congress.,NEUTRAL,0.043057478964328766,0.014394794590771198,0.0006995426374487579,0.94184809923172,M,0.0
Dameon,is opposed to raising the debt ceiling.,NEUTRAL,0.007896029390394688,0.07551418244838715,0.0005849208682775497,0.9160047769546509,M,0.0
Dameon,introduced a bill to increase spending on education.,NEUTRAL,0.030884839594364166,0.00288125267252326,0.00011243473272770643,0.96612149477005,M,0.0
Dameon,,NEUTRAL,0.06657929718494415,0.23373843729496002,0.003665926167741418,0.6960163116455078,M,0.0
Kieran,claims they want to protect children from the dangers of social media.,NEUTRAL,0.02844126708805561,0.051637426018714905,0.09150469303131104,0.828416645526886,M,0.0
